NAME	RNA splicing, via transesterification reactions	mRNA splicing, via spliceosome	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	blood vessel development	neuron migration	vasculature development	cardiac septum development	ventricular septum development	glucose catabolic process	pyruvate metabolic process	purine nucleotide catabolic process	DNA-templated transcription	regulation of DNA-templated transcription	regulation of transcription by RNA polymerase I	rRNA processing	RNA processing	mRNA processing	regulation of translation	regulation of translational initiation	cell-substrate junction assembly	enzyme-linked receptor protein signaling pathway	small GTPase-mediated signal transduction	chemical synaptic transmission	axonogenesis	axon guidance	central nervous system development	brain development	RNA splicing	nucleoside diphosphate metabolic process	purine ribonucleoside diphosphate metabolic process	ribonucleotide catabolic process	negative regulation of biosynthetic process	positive regulation of biosynthetic process	negative regulation of signal transduction	glial cell differentiation	regulation of gene expression	regulation of macromolecule biosynthetic process	positive regulation of macromolecule biosynthetic process	negative regulation of macromolecule biosynthetic process	positive regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process	post-transcriptional regulation of gene expression	negative regulation of gene expression	regulation of neuron projection development	RNA metabolic process	mRNA metabolic process	rRNA metabolic process	regulation of nucleobase-containing compound metabolic process	hexose catabolic process	pyridine nucleotide catabolic process	spinal cord development	telencephalon development	pallium development	limbic system development	hippocampus development	central nervous system neuron differentiation	neurogenesis	neuron differentiation	maturation of SSU-rRNA	forebrain development	hindbrain development	neuron projection development	positive regulation of cell projection organization	RNA biosynthetic process	gliogenesis	ribosomal small subunit biogenesis	chordate embryonic development	protein folding chaperone	negative regulation of nucleobase-containing compound metabolic process	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription by RNA polymerase I	ADP metabolic process	ADP catabolic process	nicotinamide nucleotide metabolic process	neuron development	cell morphogenesis involved in neuron differentiation	generation of neurons	oligodendrocyte differentiation	neuron projection morphogenesis	dendrite morphogenesis	regulation of neurogenesis	negative regulation of neurogenesis	regulation of axonogenesis	modulation of chemical synaptic transmission	regulation of synapse organization	regulation of small GTPase mediated signal transduction	nuclear export	regulation of protein metabolic process	negative regulation of protein metabolic process	regulation of RNA metabolic process	negative regulation of RNA metabolic process	positive regulation of RNA metabolic process	regulation of nervous system development	negative regulation of nervous system development	epithelial tube morphogenesis	axon development	glycolytic process through fructose-6-phosphate	trans-synaptic signaling	regulation of plasma membrane bounded cell projection organization	plasma membrane bounded cell projection morphogenesis	ATP-dependent protein folding chaperone	intracellular signaling cassette	nucleic acid biosynthetic process	nucleoside phosphate catabolic process	regulation of cell junction assembly	regulation of intracellular signal transduction	positive regulation of RNA biosynthetic process	regulation of RNA biosynthetic process
telencephalon development	-0.046936419563661985	-0.046681710266154954	-0.016491791756614894	0.06898008822195699	0.31977617032891975	0.07269482332296405	0.17961051895488414	0.15455967814036953	-0.016491791756614894	-0.03228977244802793	-0.014793335626875907	0.005169545655546105	0.006584824512123833	-0.017955970975281416	-0.026417536465162088	-0.05170923852971212	-0.04234830458060738	-0.008403361344536302	-0.023267991712771385	-0.006842088087805752	0.04282549310619212	0.047276232925593915	0.07423930832764802	0.24862126770486542	0.19902096019917395	0.41031615446624775	0.5387640839367931	-0.04210913122279074	-0.031827820606830065	-0.030395970223526136	-0.013576287949172703	0.026988925837395143	0.020988332076955735	0.033432063459639706	0.18399400452849587	0.005016986647705103	0.0026417535698332905	0.025605675163476938	0.03051066835950797	0.012073622852393254	0.03019125864969373	-0.020635909071291553	0.04936458421838459	0.1864916262805953	-0.00824922466603063	-0.018355799312502512	-0.03151425499630154	-0.0048817052880174	-0.020045128401044644	-0.028372146766248992	0.25504863215443446	1.0	0.8355977131457171	0.6031431459204494	0.599512698377856	0.3668431081939456	0.1947217963108332	0.2119461986900994	-0.021371274664792876	0.8209507715211133	0.2880203422759339	0.1940987444372054	0.09950526354945449	-0.007193524111468314	0.20016658629608322	-0.030395970223526136	0.11072459477462852	-0.005349014917438963	0.023906817258363886	0.025903787397214884	-0.014966300197329157	-0.02889101816363752	-0.027844292343880174	-0.035326744467400556	0.1975261229792056	0.2382244722214966	0.2171842197703715	0.16515720015525973	0.23599529088590224	0.10768172212119514	0.2759406669705774	0.19746725063913295	0.2151053330426675	0.09543054402867536	0.1600552443796497	0.03713649965472211	-0.01597190647099178	0.004993448543359842	0.012287829931009547	0.002534901810936945	0.032101511909654885	0.0361539943004358	0.26442072337260175	0.21025431000857978	0.16885699008141364	0.2252076043391988	-0.015736948224045512	0.07234825260576347	0.13299971319217074	0.23213013363320456	-0.017955970975281416	0.02000231814945382	-0.008886485032256124	-0.0192941784965522	0.10132962825339019	0.01735582813825333	0.03320428121522172	0.006296953993120552
pallium development	-0.03860096336880997	-0.038428522614573836	-0.015328748634231724	0.06245819770812029	0.3124832358779025	0.05793285763411202	0.06742387001629806	0.0518815716657471	-0.015328748634231724	-0.0281133965933885	-0.0281133965933885	0.005042201418761574	0.0052438922161262645	-0.016585823814737763	-0.017523970562804317	-0.03552092401112495	-0.030657274421663983	0.005120702267740438	-0.02101804379231214	4.144883742687734E-4	0.047976046261799986	0.06843104906350923	0.06133043892299287	0.1474638943222328	0.10489005194703711	0.3125581718681812	0.41845902531990153	-0.030468852300841842	-0.02776256577537356	-0.026666830291949176	-0.027404672863478363	0.013818987686220648	0.020647507155694595	0.02315916598586276	0.14350918356124148	0.003967730879755689	0.002231902073691479	0.0243092339486986	0.01626863482074653	0.014343786509027604	0.019908012500169322	-0.006588405224393507	0.033192057171939	0.1377955423074308	-0.0030226990698542042	-0.0016700551844321346	-0.021858446336774424	-0.002449886182042378	-0.018352629439484753	-0.025096302742548683	0.18255672556984187	0.8355977131457171	1.0	0.6927307793042705	0.7472753333153038	0.2464681269997539	0.14463129494152108	0.1500900428256057	-0.01945810999338959	0.6663692729849078	0.27332932651417835	0.1269488782725899	0.11236952203862681	-0.0028248182097428787	0.16764603644910953	-0.026666830291949176	0.06608025505464647	0.001873709260497348	0.008175773981295544	0.024102278225382606	-0.014002179584555347	-0.025501418152349263	-0.024682414426533697	-0.030387897766113857	0.13288260858975087	0.12461490630564512	0.1581790365269619	0.11739038451367273	0.14974137021007006	0.07679613367124312	0.22721711331254674	0.14176528012571768	0.1629562608633555	0.07437830389909739	0.11881188118811985	0.05642688162621715	-0.008218798044134829	0.007161215507829607	0.029794308217451198	0.003073079411400703	0.013720664759166149	0.03231095373835493	0.20889446988028323	0.13775796059389156	0.1301514904707599	0.1311117839334161	-0.014674506099449855	0.05974826871556349	0.09476744805257023	0.14695448791744617	-0.016585823814737763	0.02611429123630789	-0.004105385614009639	-0.030689056166761573	0.06389038851760087	0.02876372751319074	0.027539727234886086	0.00503074343208491
limbic system development	-0.034082106893881456	-0.03394760646317116	-0.014562035743177456	0.07306686416553002	0.26257439607888644	0.06835341544355057	0.05395311422661459	0.03470715835141205	-0.014562035743177456	-0.025637705554836417	-0.025637705554836417	0.021295828380676965	0.021794895800176198	-0.01569186875891706	-0.012535164653315417	-0.03537972201647072	-0.02454888191786485	0.012441679626748012	-0.019602851323829846	0.004889829750441738	0.032927230819889415	0.027648292739773053	0.053001026987538016	0.13733037394993386	0.08185607815066104	0.2653575462681379	0.3586650994020546	-0.03726600165047781	-0.025345622119818598	-0.024429217560873913	-0.025046996213827024	0.02356693892309348	0.011914836568996178	0.013403854513839531	0.09044455799693356	0.009363542848099603	0.00776300984890135	0.014754399628952438	0.026019187104956907	0.011096460688306569	0.017588352277910824	7.437390048198402E-4	0.03506307666646143	0.12695479101506896	0.009486070425554105	0.006675108926616663	-0.01656668462009743	0.013153940329575906	-0.01726432153946189	-0.023104652152933898	0.1817972879797768	0.6031431459204494	0.6927307793042705	1.0	0.8387486411402334	0.23430695698353626	0.12874437805760294	0.14569964176140948	-0.01823909799370136	0.5842372800836119	0.28238271268018	0.12475611971658501	0.09453497794183774	0.00976919626942039	0.10692908950073862	-0.024429217560873913	0.06624064094615875	0.006362218211848263	0.023746609379490052	0.03391616205689204	-0.013359647791106754	-0.023447579514217505	-0.022753390025279686	-0.027515874543003783	0.13197523070484596	0.11674202830465734	0.14407753755869876	0.030386903009248928	0.1342223193791671	0.08960248608053657	0.1735129256253665	0.13777754503560713	0.11447423544197799	0.060972900932919426	0.10033695245226491	3.7439161363005255E-4	-0.0036491726007944103	0.004199243031190549	7.437390048198402E-4	0.01915330242456486	0.029811200775182407	0.03699318116859249	0.16123718072396565	0.13366463445873247	0.12934959498253915	0.12183513691297665	-0.013970341040677564	0.051608859172586556	0.08686730506155914	0.13167455449066964	-0.01569186875891706	0.02565225407946832	0.00844582238452402	-0.02776256577537356	0.057278759293308036	0.023624477427681173	0.0317787917593961	0.021561812894531483
hippocampus development	-0.027081089398366544	-0.02699610185598086	-0.013113559785086711	0.034283484918680524	0.21197304083520468	0.031408711119432706	0.04056057135157046	0.01512357063814207	-0.013113559785086711	-0.021463705470264032	-0.021463705470264032	0.009206692391950582	0.008333176222167941	-0.01402278702891952	-0.004560950889156743	-0.024466212251162314	-0.015386512904320257	0.023769100169779938	-0.017065366448268962	0.012747825474517591	0.02015951460586323	0.04052871695519028	0.04755303694010391	0.11772657634653966	0.07975748460779122	0.19899492575971048	0.27263500881363173	-0.029053435351449483	-0.02125860611184872	-0.020610135411103084	-0.021048123107041572	0.014532562682347518	0.006351971987042199	0.01964870497171795	0.09037533162266898	0.004038111325186997	0.002944607462755759	0.00833900763156232	0.016263284623049292	0.004503967070332903	0.010326307629840178	0.011732091712488959	0.03231823268763557	0.1197504564820455	0.003345751500910821	0.01874310915104588	-0.008287574761681751	0.003949595039512064	-0.015265275646078526	-0.019659283365987885	0.1604904999326259	0.599512698377856	0.7472753333153038	0.8387486411402334	1.0	0.12320474777448165	0.09332354797817795	0.10164612316343521	-0.016022431403968106	0.4592397350539994	0.28065000992598005	0.09026120527460378	0.07849324524208619	0.0026905261217244902	0.10986305585474655	-0.020610135411103084	0.03660255764776938	0.014306982824355352	0.004918068148318879	0.018499097209458158	-0.0121304018195615	-0.019907013293170645	-0.01940439293895294	-0.022764583561343876	0.09615398615347744	0.1015668545240597	0.10197273588402436	0.01200305279955986	0.10152575427326004	0.11119391861678334	0.16656059641785553	0.13999275274791825	0.13999275274791825	0.06296340233703152	0.08360790774300027	0.010296540362440704	0.004011278086210394	0.0042768934458745425	-0.0018991897811338017	0.00782101951087395	0.00844539320940604	0.024047405364603744	0.155651577722149	0.13551539412492175	0.09834092322506825	0.10406365989618173	-0.012631774485675479	0.04635906407172541	0.0822828807118367	0.09950597465435197	-0.01402278702891952	0.00760581234301312	0.0018204054488173823	-0.0229331746761506	0.013915972345329883	0.016560545926962104	0.016924190292396838	0.00818603112796627
central nervous system neuron differentiation	-0.030203142966654613	-0.02989392478302848	-0.016093535075651054	0.10621679064824605	0.24126907241462894	0.09994866529774124	0.15625356938892038	0.17033898305085055	-0.016093535075651054	-0.012055804158991506	0.006685969992103557	0.02644002113792499	0.03174059854757349	-0.017484868863484507	-0.03878894251864944	-0.038135332169626494	-0.015012886597937897	0.010169491525423157	-4.941321803611489E-4	0.01663238319130228	0.051084921246833406	0.0320416802344516	0.004684242795831534	0.2756466876971598	0.2312555654496895	0.37233423989496417	0.3572633329374031	-0.026202429149797625	-0.011471056824214886	-0.009653667848378475	0.008197160460754577	0.05279071173731616	0.040663643858202696	0.04175177427730635	0.12422203532380027	0.028046370702147223	0.025330594428039473	0.041920928233777154	0.056850766737314214	0.040347826086956466	0.050799329234209246	0.007466752123057083	0.05783107619146072	0.2226330889384753	0.012873594735398834	-0.003128103277059729	-0.04222979747343205	0.026305654890556494	-0.019459811259360152	-0.007072135785004795	0.3595659623072523	0.3668431081939456	0.2464681269997539	0.23430695698353626	0.12320474777448165	1.0	0.21801690627506604	0.26900441038247397	-0.020707231602419433	0.42671100997724415	0.29361485627066913	0.21875644752883747	0.08200820472748757	0.014440226344817588	0.10624760444614635	-0.029070084537771237	0.13064120054570272	-0.024153431225652347	0.06795334396240602	0.05745727602278605	-0.014637579169603204	-0.007735426008970668	-0.006396344945744666	-0.01588089330025065	0.23876113703860852	0.26202719073899705	0.257762541104037	0.11932479627473672	0.24073700151438687	0.08165306659647262	0.24213617177463853	0.2154009559214035	0.2154009559214035	0.01635966281611148	0.11610819539765845	0.015502624142107513	-0.013195342820182147	0.024697897699056465	0.053100464669124214	0.03565559739815086	0.07244861161197243	0.06983970058611655	0.22237299354625237	0.22891440501043853	0.19683356421927686	0.24997805413313812	0.00939130434782496	0.0036830627574495523	0.17093407991855358	0.23679421662719644	-0.017484868863484507	0.01842803294708937	0.01249824659840101	0.001132168348510676	0.1270788912579937	0.006331268296003631	0.06835632873425256	0.031404196449158206
neurogenesis	-0.059111168808689114	-0.05816463815274822	-0.019779083971059486	0.09768890711064399	0.18663620360313135	0.09336992646018916	0.043118286709536414	0.03161333470521671	-0.015133165593059479	-0.007390189365706841	0.001604365896486906	-0.008484166300493923	0.004491144818235828	-0.008019371468742596	-0.052899538100555275	-0.12312193496662908	-0.06585091342039624	0.008335114340671286	0.001732753685969171	0.03738655498799284	0.1153588836853676	0.06871221690352258	0.086088577090384	0.3838734174870574	0.22111506641291406	0.4371507275811954	0.3442480848620126	-0.06908649022378553	-0.006334012941218134	-0.003150393862697676	-7.673664136631972E-4	0.07116320434652205	0.035979353401378464	0.030868955158989117	0.24564480356427482	-0.006995629348023002	-0.010698499609990393	0.041568267873398984	0.08000084240971306	0.0463379413739503	0.08171687990094921	0.0076678102954463884	0.06780421342981166	0.3784022089704619	-0.07182704612032961	-0.051313182670897864	-0.056753554215261515	-0.0121414325497292	-0.015884216178915632	0.005670296370551196	0.09312160664395479	0.1947217963108332	0.14463129494152108	0.12874437805760294	0.09332354797817795	0.21801690627506604	1.0	0.8809742723883718	-0.027237555477918996	0.2720042931746566	0.11821581156282458	0.696927314851413	0.20136049498860217	-0.0711800431607537	0.28750703189233623	-0.039299957605497766	0.10796048235563195	-0.010664672981715213	0.052837711207056784	0.06299434223089961	-0.0036525952788375436	5.6049241806590584E-5	0.0022064794904667904	0.0031272082149356307	0.765832241951097	0.47083608078053596	0.9052734536285848	0.11828402912174002	0.50840632014436	0.15451180535378187	0.30794642750658896	0.15125744322407328	0.15125744322407328	0.09734640033637838	0.18170350064287674	0.052157880691880265	-0.018468340168324705	0.05889615472995871	0.053149702323572405	0.008193948171274988	0.05376778978223748	0.07896166360685083	0.33825437761727634	0.15326650919588963	0.12638987275668048	0.42416213494690636	-0.014051528368303041	0.09082790616627828	0.35430733744669	0.5040662356551939	-0.012653943291587127	0.07149903008034365	-0.0757540062858398	-0.0023852012404054707	0.14803970053224588	0.04301944366241972	0.06701221072918087	0.005927756145066026
neuron differentiation	-0.06585933705173933	-0.06498321110946456	-0.019609924207424377	0.10345680757811393	0.18939961511906386	0.09981119635578994	0.053610271262640834	0.04421123485497512	-0.019609924207424377	-0.020316161872490426	-0.009687868519651541	-0.01702772936732879	-0.004823830520096915	-0.010639952711320826	-0.052942158561649334	-0.1281066765355574	-0.07195124556680799	0.007690399404614483	-0.0026768337231934587	0.04080520484803476	0.10475309300973909	0.08226780156736291	0.11080378081881626	0.46355931303304193	0.27271624758890717	0.3794624600264144	0.35421663278101767	-0.07588250554282215	-0.019305411854766908	-0.01625344435396388	-0.012960017731292855	0.044174033296492686	0.016379847270364213	0.019649851760479606	0.11417277922907564	-0.02000103834073162	-0.02354475878301458	0.022001716666897653	0.05461612273319577	0.030833024242250942	0.054901212448892484	0.003170759675617663	0.04241825564111999	0.4572737198093358	-0.07252617898650314	-0.06647658767023144	-0.06469242250254574	-0.02178586390394451	-0.01933738426821591	-0.006753834381342305	0.10214307786455612	0.2119461986900994	0.1500900428256057	0.14569964176140948	0.10164612316343521	0.26900441038247397	0.8809742723883718	1.0	-0.02691779659709648	0.28087286703627556	0.13935435261732493	0.80906537231582	0.23627644807134138	-0.06859558668503041	0.13290231088331653	-0.04299695604748877	0.1187042118714394	-0.01129876199290783	0.04162242196730663	0.04388053117537009	-0.00633954132290941	-0.013171562469804285	-0.01110013753991423	-0.011536803821197917	0.8815567199067564	0.5622932326061884	0.9754237237989479	0.05049786628734051	0.6042774107009787	0.19224970518427845	0.23785583072057004	0.13505415443133328	0.1882815910817129	0.11634815485551772	0.2228941196416963	0.06696996241770005	-0.01703086267286036	0.03389513665543637	0.04589201283237637	-0.005675787778604751	0.038559698668473606	0.058572308643124876	0.2721853538600592	0.1378436702673059	0.1438287770067484	0.5095743215318913	-0.012985957155409603	0.11652246378587755	0.4170083039018869	0.5992607674856447	-0.016177705876862545	0.07235771396596069	-0.0737755416367185	-0.012547047744803178	0.18272008971226866	0.03977720868185011	0.05982853793170852	-0.003093077269622959
maturation of SSU-rRNA	-0.004269594388533127	-0.022306548382133543	0.8352723426758334	-0.024855273093379024	-0.019692087361262618	-0.025024119633382164	-0.016857089342570294	-0.015560165975100161	-0.011898466419879083	-0.018389865140990606	-0.018389865140990606	-0.018156675406774028	-0.017576073068004006	0.07737041719342286	0.5279388183051675	0.17925072046109491	-0.023729086229086937	0.013452914798207287	-0.015063481816223113	-0.01624175607835254	-0.025679569084304237	-0.023656089403703114	-0.02523452425080626	-0.02386915010173712	-0.0207965717166604	-0.018851490076525645	-0.015608284185982696	-0.009274634482200306	-0.01823909799370136	-0.017759681192062032	-0.018083943140717953	-0.02276840519914503	-0.01618047286953566	-0.02647003214218099	-0.021446788778112208	-0.011603960396039474	-0.012065376609359224	-0.01559302429041731	-0.022560129812347764	-0.014373140194262106	-0.02327363946763271	0.0046730838359221785	-0.01763926654116965	-0.023800079333596562	0.03324797621014378	-0.014876128733502912	0.4601094080051987	-0.013720639819285521	-0.01364337406572629	-0.017049119896783305	-0.016857089342570294	-0.021371274664792876	-0.01945810999338959	-0.01823909799370136	-0.016022431403968106	-0.020707231602419433	-0.027237555477918996	-0.02691779659709648	1.0	-0.023126319098299635	-0.018952579871586328	-0.026234471888674706	-0.02218741842860672	0.03619374468269188	-0.022364542035170465	0.7532703803170747	-0.01313992064008376	-0.01579537348415686	-0.02005730659025751	-0.01257775837607717	0.08755888057633941	-0.017235123367197923	-0.016857089342570294	-0.019336605681985617	-0.026524463503446942	-0.02478810171117905	-0.026989248910763913	-0.01645373596593239	-0.025103366804488953	-0.018389865140990606	-0.02274359588221087	-0.01823909799370136	-0.01823909799370136	-0.023936375569453387	-0.021869874248224595	-0.021869874248224595	0.03791431523726158	-0.013798555463724379	-0.009545872109279535	-0.012279662788267682	-0.019299358009035844	-0.0109229682828249	-0.023542647610314552	-0.01853642811089735	-0.022063905577117862	-0.024333060992502573	-0.011500473548906934	-0.025288002247822655	-0.02506415229456261	-0.025160708572092787	-0.012642225031608677	-0.026994156210139016	0.034764335881307395	-0.01945810999338959	-0.021294215071572416	-0.02191128741435245	-0.015394009512790798	-0.017613041386401896
forebrain development	-0.05632402470700818	-0.055957636803027073	-0.017517668846139804	0.1471465076660987	0.3800896595161346	0.14727949908237026	0.17676372060465578	0.1584836918806395	-0.017517668846139804	-0.03647165283078215	-0.022465279143880523	0.0284515151305454	0.03272259607111485	-0.019178847407134523	-0.03598143071646	-0.06636402537721733	-0.046570858802617784	-0.023665382498625192	-0.025363657150899	0.016499349716508058	0.06428726705005827	0.031984783725582895	0.07520056804159954	0.28395601116770863	0.21294877865359446	0.5408915988321112	0.692411438686701	-0.04620977529129418	-0.03588338691032538	-0.03407376328296091	-0.021105719817384842	0.05395400436793731	0.046433663905666944	0.05018748197288711	0.17476051978546786	0.020627908811232897	0.019240341343514003	0.05340432263221007	0.05491311548171927	0.037490987743331004	0.05260680494198215	-0.027719171392649282	0.07392643662672968	0.21095051313739152	0.007043676804754174	-0.031678681410973436	-0.0422283276604231	0.02057489076826684	-0.021581291962360444	-0.03155088625620008	0.23609606506558217	0.8209507715211133	0.6663692729849078	0.5842372800836119	0.4592397350539994	0.42671100997724415	0.2720042931746566	0.28087286703627556	-0.023126319098299635	1.0	0.2892738399637568	0.25930511278247237	0.12439693501087944	0.010381815023733434	0.19807861998682708	-0.03407376328296091	0.14493549272577522	0.00316196679504148	0.061951373145776874	0.06580949182012139	-0.015806334043085176	-0.03219385405014006	-0.030899485008584082	-0.040393984644856266	0.2656650049285287	0.2751866326554491	0.30187014212232116	0.13576181308474292	0.2776102191076019	0.13160483141204743	0.30483371886922817	0.2318959920188753	0.18961503745110805	0.10180811379175604	0.1769384983509035	0.027290952596521693	-0.023791573073006635	0.00478094522244334	0.001095384814621506	0.03022351863328953	0.06864178172298781	0.07718537799002151	0.29036937779968003	0.24135072572572533	0.1949856998171856	0.277253382392012	-0.016668411883976334	0.07311533021900281	0.1532744343103187	0.2733769055530433	-0.019178847407134523	0.046776573631848395	0.007589163601042862	-0.0275826392064826	0.13000391009478726	0.03819852893651687	0.07869054066251473	0.03547257328331278
hindbrain development	-0.006393579214064831	-0.006020021065790958	-0.015013277047731257	0.10741806808394878	0.20770043954820985	0.10133394463365673	0.12067238719108078	0.0562173155142388	0.015285626744736634	-0.02707016143883262	-0.02707016143883262	0.03155775825954837	0.03621206321941035	-0.016217110706604795	-0.03305621143276729	-0.0167715334893804	-0.015554995519713755	-0.006761833208114716	0.006075225587421798	0.027226994380840842	0.07710112723653373	0.060609495204226746	0.010427761642256648	0.1295516099909716	0.11104160781306589	0.2918407226688195	0.39235422575867884	-0.015302062574379324	-0.026744734165280504	-0.025726396127595808	-0.026412445313578527	0.03566037317678003	0.047319967949787975	0.04013042387760214	0.18436567023166148	0.017838778577644102	0.015866044045802444	0.0519622536291239	0.03414780438462201	0.03847219298148436	0.02830929585393186	-0.0034171022138077545	0.029733553101193654	0.11942157337576999	0.01611405908396782	-0.007402181695658169	-0.019591697917320038	0.024466517465817725	0.010372817816465152	-0.02426164572376862	0.16885472213951236	0.2880203422759339	0.27332932651417835	0.28238271268018	0.28065000992598005	0.29361485627066913	0.11821581156282458	0.13935435261732493	-0.018952579871586328	0.2892738399637568	1.0	0.12521501035560048	0.010208957817455486	0.01952814172409521	0.20547875325205528	-0.025726396127595808	0.13305957699980236	0.003745640849010194	0.04932007588237619	0.06137002812374444	-0.013738478253252402	-0.024640059284351645	-0.02387461765422237	-0.0087930205399473	0.14428181923453517	0.15074871382174443	0.14288908060637506	0.0755359813860738	0.13661700075034824	0.0821926216929562	0.19290716975021305	0.2161411169275807	0.08365792542238228	-0.004976537249651983	0.0770132563801953	0.012805482910991954	0.015119621829027466	0.023435630635864915	-0.0034171022138077545	0.02895368238165485	0.05112301545736122	0.07272616770227697	0.1654825703425353	0.2105327111888792	0.16817296077169366	0.11463416169794817	-0.014385134785085227	0.009538950715421393	0.08062823827191251	0.13401691141864475	0.01323845771967479	0.04061372357277273	0.01787270651874399	-0.029450120771579155	0.06866227606996793	0.02814880844603553	0.08121317456795614	0.03591629643554456
neuron projection development	-0.053849928527233644	-0.0530705052585802	-0.01924474720668063	0.11222898814054524	0.2201533406352685	0.10438424717145313	0.05655738365672096	0.04908301948583612	-0.01924474720668063	-0.023814682766363133	-0.009789824098331564	-0.07144703928019747	-0.059993476242650425	-0.006304905216258308	-0.050818292201455506	-0.10617511770851663	-0.057915135048744834	-0.004104831070413531	-0.007176777528127332	0.060079369270201036	0.11439052156680843	0.11613645331068455	0.12558926843415144	0.6150671544221549	0.3771612053350896	0.29045300532445006	0.28387971371514387	-0.057194051364869956	-0.022875378162545125	-0.020028891267753476	-0.014883533087056826	-0.004488540513931126	-0.024451665898086093	0.018536416127673164	0.10773829634090769	-0.05065090918577648	-0.05059674539715657	-0.02378817741290138	0.003166300121184072	-0.012246917515948141	0.006473525865577363	-0.005405800520312172	0.020862096666584663	0.6075395378137334	-0.09740912855928847	-0.06744482274231609	-0.06118142697648213	-0.0626359409683092	-0.01684172778864254	-0.009009443633688621	0.08525525791811392	0.1940987444372054	0.1269488782725899	0.12475611971658501	0.09026120527460378	0.21875644752883747	0.696927314851413	0.80906537231582	-0.026234471888674706	0.25930511278247237	0.12521501035560048	1.0	0.31811753754721356	-0.09721994434885098	0.13603294147767267	-0.041279493169165196	0.07957912259234685	-0.01748755700910833	-0.014573595071820364	-0.016991994919531753	-0.002073401823573219	-0.01713877839086294	-0.015187301996760548	-0.009585975671134625	0.9258313336879179	0.7142371991787716	0.7854956496589623	0.06611081400813491	0.7784741798116716	0.27070734926231654	0.2710152790661045	0.15287640502689542	0.2653575462681379	0.14264954398700594	0.300583058704234	0.09430340781515913	-0.011724400158363294	0.021202643320877332	0.030079110086286817	-0.052652412377924306	-0.02168712558158326	-0.00794750723251826	0.30513442660465534	0.15711748247351429	0.14214090727626502	0.6695674995759171	-0.010682248653597319	0.12788747314833881	0.5364946144629819	0.7717751385778733	-0.013786726072885079	0.0828114948866394	-0.09948997739921334	-0.01053948735377345	0.22175815580333144	0.037205443437597414	-0.010051880674448833	-0.057739334222461226
positive regulation of cell projection organization	-0.03891050583657625	-0.03854205992380878	-0.01697359662746654	0.07419641096430643	0.1984990619136981	0.06866399082568865	0.038803402465832824	0.027955911823647556	-0.01697359662746654	-0.0023687150837986425	-0.0023687150837986425	-0.01401053843738007	-0.009559529799203948	0.02027247956403288	-0.030677199171716348	-0.05368513289845212	-0.048347398030943865	0.009063444108761993	-0.006110601894286642	0.0770434867680852	0.11249610470551502	0.14174998520972598	0.06975038393655304	0.2679742321408025	0.1637676657866129	0.0632082057891624	0.07264833574529644	-0.037595313098005984	-0.0016205996218601028	6.902581565529826E-4	-8.615607853793522E-4	0.001762875498396795	0.004567229620006181	0.027370868626474053	0.032465611595917224	-0.0037241742334516493	-0.006249839583172823	0.009063635595368595	0.004920468662460481	0.018471233769761355	0.005706635060687793	-0.007086820846337172	0.0164011521956386	0.5298113207547164	-0.028908772505883102	-0.06030966067124078	-0.023605835788578205	-0.018009078763350762	-0.001858439972388595	0.003936074358610989	0.02179107330593375	0.09950526354945449	0.11236952203862681	0.09453497794183774	0.07849324524208619	0.08200820472748757	0.20136049498860217	0.23627644807134138	-0.02218741842860672	0.12439693501087944	0.010208957817455486	0.31811753754721356	1.0	-0.025559379149829517	0.03399549457300984	-0.032073995674381135	0.015655774960861867	-0.008498583569407818	-0.010890434165309106	0.013458236541763867	0.024850333220378183	0.0031061746987968604	0.0047787441460379115	-0.007318526082884622	0.2919118965714008	0.2983909192964942	0.23064167561469584	0.02378178994369826	0.275435294117647	0.2362905027932954	0.3213475760065733	0.04645718915998803	0.3509498514450331	0.11238388328489146	0.19293109603712955	0.10396287040342737	-0.0038331056967889393	0.03325582136144976	0.02406019423138487	-0.016512796144185982	-0.0043136172268622005	0.009063609812282861	0.2842181076133607	0.06008164714234859	0.0629277366370691	0.2532874391588462	-0.016175071360607435	0.07590115620040722	0.6328417658494948	0.2794360561152083	8.71934604904001E-4	0.07540618981745197	-0.024691530735010018	-0.007987152939187092	0.14070803083601488	0.04287133302430317	0.015761058864506773	-0.009841568083767377
