GeneSymbol	Gene ID (Biomart)	log2FC	Significance
AL603750.1	0	-0.009814423219090429	0
SYDE2	84144	0.15799896592758067	0
C1orf52	148423	0.06683112942408087	0
BCL10	8915	0.021429965213128455	0
AL078459.1	0	0.0991057875664696	0
DDAH1	23576	0.16107318459110154	1
AL360219.1	0	0.17998622858531999	0
AC092807.3	0	0.25168898640995074	1
AC092807.2	0	-3.1001173099731716e-05	0
CCN1	3491	0.5454564956596801	1
RF00136	0	0.0018982668638205524	0
ZNHIT6	54680	-0.05175038098910001	0
COL24A1	255631	0.19685154060040055	0
AL136382.1	0	-0.15237804944449973	0
ODF2L	57489	-0.04279338133809851	0
MIR7856	102465842	0.01022149126177041	0
CLCA2	9635	-0.08717536734422016	0
CLCA4-AS1	0	0.09073604917367017	0
CLCA3P	9629	0.0	0
AL049597.2	0	-0.06799171569715057	0
SH3GLB1	51100	-0.01812977153170081	0
AL049597.1	0	-0.007690900949540058	0
AL355981.1	0	0.038924574902050146	0
SELENOF	9403	0.07858581957840016	0
HS2ST1	9653	0.0072663708881002265	0
AC093155.2	0	-0.0840108930152601	0
AC093155.1	0	-0.06506762023285972	0
LINC01140	339524	0.12102856313936972	0
LMO4	8543	-0.0037415900963004844	0
PKN2-AS1	101927891	0.10402173365996958	0
AL445437.1	0	0.044192657359260146	0
PKN2	5586	0.020679608316999776	0
RNU6-125P	0	-0.13247036013908975	0
ELOCP19	0	0.13070114724401982	0
GTF2B	2959	-0.14197302540626922	1
AL445991.1	0	0.03465179449066014	0
KYAT3	56267	0.0704827046648191	0
RBMXL1	494115	-0.09611245388605028	0
GBP3	2635	-0.030419752770630026	0
GBP1	2633	-0.0031551503140399006	0
PTGES3P1	0	-0.04856787354345027	0
GBP2	0	0.05332351123366941	0
GBP7	388646	0.0	0
GBP4	115361	-0.07958600028387952	0
GBP5	115362	-0.003878718860219621	0
AC099063.2	0	0.006599052128990479	0
GBP6	163351	-0.0032658767659201615	0
GBP1P1	400759	0.006003930085819675	0
LRRC8B	23507	-0.1646050636486791	1
LRRC8C-DT	400761	-0.01992338353050993	0
LRRC8C	84230	-0.016778013009750126	0
AC099568.1	0	0.09063039973848053	0
AC099568.2	0	0.19194077492598005	0
LRRC8D	55144	0.0844052003486997	0
AL391497.1	0	0.04048028181638941	0
GEMIN8P4	0	-0.013817563949960032	0
ZNF326	284695	-0.03092221744010004	0
AC092783.1	0	0.03465179449066014	0
BARHL2	0	-0.025520716707839952	0
LINC02609	0	0.1551771545860703	0
AC091614.2	0	0.03049007861955033	0
LINC01763	0	0.0718481856666795	0
AC091614.1	0	-0.11418740023840002	0
PHKA1P1	0	-0.1039780781959605	0
ZNF644	84146	-0.04089555341139928	0
RPL5P6	0	0.05461256745742027	0
HFM1	164045	0.15926027464441006	0
FEN1P1	0	0.0	0
CDC7	8317	0.08787605718790026	0
WDR82P2	0	-0.007418389629589406	0
HSP90B3P	0	0.026563151445679445	0
TGFBR3	7049	0.2676787831330998	1
EPHX4	0	0.07969948902954993	0
LPCAT2BP	0	-0.04862366752989011	0
SETSIP	0	-0.030634464903980252	0
BTBD8	284697	0.19106553713345953	1
GAPDHP46	0	-0.030345192536089804	0
PRKAR1AP1	0	-0.03133112046613018	0
AC104836.1	0	0.07143391694946022	0
ACTBP12	0	0.01272324164720029	0
GLMN	11146	-0.11095752391196001	0
RPAP2	79871	-0.17384965839439914	1
GFI1	2672	-0.018472262244460858	0
EVI5	7813	-0.04177790031103967	0
AL354890.1	0	0.07244881473909981	0
HMGB3P9	0	0.008710982382689636	0
AC104332.2	0	0.0	0
RPL5	0	0.05414695747519893	0
DIPK1A	388650	0.07718886302567007	0
SNORA66	26782	-0.03680552238899004	0
RF00432	0	-0.031893728104000374	0
AL449283.1	0	0.0	0
MTF2	22823	0.15270903514490008	0
TMED5	50999	0.09695037098463999	0
CCDC18	343099	0.023604389724539487	0
AC126124.2	0	-0.03142920978419017	0
AC126124.1	0	0.000144886083460527	0
CCDC18-AS1	0	0.21077199073243058	1
AL139421.1	0	-0.09445615644379046	0
DR1	0	0.09882475670337065	0
RF00019	0	0.062158769191300145	0
FNBP1L	54874	-0.07641698625409887	0
BCAR3	8412	-0.16973799571973025	0
AL109613.1	0	0.0918874029309702	0
MIR760	100126348	0.07223936739343984	0
AL049796.1	0	-0.035049722742019895	0
DNTTIP2	0	-0.19341907400619007	1
GCLM	2730	-0.02882282114970991	0
ABCA4	24	-0.07665359584868003	0
ARHGAP29	9411	0.011366131825049308	0
AC097059.1	107985092	0.0	0
GAPDHP29	0	0.0	0
AC097059.2	0	0.0	0
AC118469.1	0	-0.02532640478939996	0
ABCD3	5825	-0.0908575757077994	0
F3	2152	-0.1871976443581005	0
AC093117.1	0	-0.039775293240770004	0
SLC44A3-AS1	0	0.017207192866389498	0
SLC44A3	126969	-0.0878051798113697	0
CNN3	1266	0.0007159097946995985	0
AC105942.1	0	0.04195841174839998	0
ALG14	199857	-0.07463862097499963	0
AC095033.1	101928098	0.08906383998261003	0
TMEM56	148534	0.2270908456686298	1
TMEM56-RWDD3	100527978	0.06541485973079997	0
AC092802.3	0	0.04877360598162994	0
AC092802.1	101928118	-0.03435492771818982	0
RWDD3	25950	0.02728669036967002	0
AC092802.2	0	0.0	0
LINC01761	440594	0.0	0
LINC02607	100996635	-0.09081017869194952	0
AC099566.1	102723661	0.0	0
AC092393.1	0	0.0	0
EEF1A1P11	0	0.054607429029129406	0
RPL7P9	0	0.05311514295187969	0
PTBP2	58155	0.13788001885089862	1
DPYD	1806	0.08797198379180937	0
SEC63P1	0	-0.19157703831228012	0
MIR137HG	400765	0.060857598804269664	0
BX005019.1	0	-0.018135192947740464	0
AC104453.1	0	0.059750434100550365	0
LINC01776	729987	0.05965064552272992	0
AC095031.1	0	-0.041561726835940505	0
SNX7	51375	-0.09459178734975993	0
PLPPR5	163404	0.09158929596017984	0
AL445433.2	100129620	-0.019311211025719643	0
AL445433.1	0	0.12826778074982048	0
PLPPR4	9890	0.018771935703510323	0
LINC01708	0	0.023344520933959778	0
PALMD	0	0.6342346986748204	1
HMGB3P10	0	0.021327319214860196	0
FRRS1	391059	0.08184999159955098	0
AGL	178	0.059521372542169715	0
AC118553.1	0	0.041104953629779395	0
SLC35A3	23443	0.10791133634833017	0
AC118553.2	0	0.002919297557310685	0
MFSD14A	64645	-0.018003233408770747	0
SASS6	163786	0.024600232732339578	0
AC093019.1	0	0.0	0
TRMT13	54482	-0.018571215747860137	0
LRRC39	0	0.0173628047675507	0
DBT	1629	0.004784014278319759	0
RPL23AP90	0	0.03049007861955033	0
AL445928.2	0	-0.06789792911018999	0
RTCA-AS1	0	0.00573101423689959	0
RTCA	8634	-0.08413795740923113	0
MIR553	693138	0.08040614766674992	0
CDC14A	8556	0.15889795786197958	1
BCAS2P2	0	0.012267439251969492	0
GPR88	54112	0.06131312636867037	0
AC099670.1	0	0.0	0
AC099670.3	0	0.005418643933030154	0
VCAM1	7412	0.5360543710728098	1
EXTL2	2135	0.09597565801790076	0
AC104506.1	0	-0.029551321118229446	0
SLC30A7	148867	0.004162277697920658	0
HNRNPA1P68	0	-0.0894418409160398	0
DPH5	51611	0.12214302127898158	0
AC093157.2	0	0.02719912467359986	0
AC093157.1	0	0.20358358797960996	1
AL109741.1	0	0.06217810650514011	0
S1PR1	1901	0.22682143138560917	1
AL109741.2	0	0.14758433601456034	0
LINC01307	0	-0.015226136290820591	0
RPSAP19	0	-0.09141889220386012	0
OLFM3	118427	0.001683430465429403	0
DNAJA1P5	0	0.0	0
COL11A1	1301	0.1835007061062992	1
AC095032.1	0	-0.0747369159578799	0
RNPC3	55599	-0.012802384179519066	0
AMY2B	280	0.09857336185135956	0
AMY2A	279	0.0626751805672301	0
AMY1B	277	-0.02532640478939996	0
AL136455.1	0	-0.03320855541350998	0
AC092506.1	100129138	-0.026611184816800026	0
SEPT2P1	0	0.033340580637660544	0
AL512844.2	0	0.045780266070460485	0
AL512844.1	0	0.020054363931100383	0
AL355306.2	0	0.04893023410027997	0
PRMT6	55170	0.0789787053614095	0
NTNG1	22854	0.2023955071191903	1
AC114491.1	0	-0.0008268827110597954	0
VAV3	10451	-0.1819871831411506	0
VAV3-AS1	0	-0.0008410418465798486	0
AL390036.1	0	0.07995350453937	0
SLC25A24	29957	0.16500355253363885	1
AL359258.2	0	-0.1881744484220107	0
AL359258.3	0	0.026330365524400712	0
FAM102B	284611	0.01970775195981922	0
HENMT1	113802	-0.07189058719482944	0
AL160171.1	0	0.020387430831630304	0
PRPF38B	55119	-0.0690327109280986	0
FNDC7	163479	0.05562594297276924	0
STXBP3	6814	0.09406305448880126	0
AKNAD1	0	-0.0023081083861997698	0
SPATA42	642864	0.004644134845360526	0
GPSM2	29899	0.03232484365734045	0
CLCC1	23155	0.0069838979990599626	0
WDR47	22911	-0.0520162615319002	0
BX679664.2	0	0.03049007861955033	0
BX679664.3	0	0.09188075955372987	0
BX679664.1	0	0.03325011950509982	0
RANP5	0	-0.031893728104000374	0
TAF13	6884	-0.08818989203124872	0
AL356488.3	0	0.1874507016539395	0
TMEM167B	56900	0.05524105738136065	0
AL356488.1	0	-0.09735862813170915	0
C1orf194	127003	0.04809386112907976	0
KIAA1324	57535	-0.02270677225680995	0
SARS	0	0.12104360905440004	1
CELSR2	0	-0.013613114296800788	0
PSRC1	84722	-0.4514801735489016	1
MYBPHL	343263	-0.22245814420586996	0
SORT1	6272	-0.43431686939500125	1
PSMA5	5686	-0.11144413266939956	1
SYPL2	284612	-0.27404135195059	1
ATXN7L2	127002	-0.09139344885429956	0
CYB561D1	284613	-0.0345518650974288	0
AMIGO1	57463	0.02073634947869074	0
GPR61	83873	0.0771272045706608	0
AL355310.3	0	-0.004649041518840491	0
GNAI3	2773	-0.0015685352446013212	0
GNAT2	2780	-0.22796213993196002	0
AMPD2	271	-0.0829533958739006	0
AL355310.2	0	0.0321704804476699	0
RPL7P8	0	-0.0023455564740997303	0
GSTM4	2948	0.062317576077209225	0
GSTM2	2946	0.003522340421170611	0
GSTM1	2944	0.06402161994805944	0
AC000032.1	0	0.0	0
GSTM5	2949	0.049872082064750245	0
AL158847.1	0	0.0	0
GSTM3	2947	0.07832836453778924	0
EPS8L3	79574	0.06785563484099022	0
NDUFA5P10	0	0.03224345939991036	0
LINC01768	0	-0.03142920978419017	0
AL450468.1	0	0.0	0
CSF1	1435	-0.11841055324696015	0
AHCYL1	10768	0.0606924901761996	0
STRIP1	85369	-0.03922097838630023	0
AL160006.1	0	0.1706867289415701	1
ALX3	0	-0.007009084152800327	0
LINC01397	104355139	-0.009996054242540353	0
UBL4B	164153	0.07115245649029944	0
SLC6A17	388662	0.10264207491360011	0
LINC02586	0	-0.017768523290239813	0
KCNC4	3749	0.20867285182086093	1
AL137790.1	0	0.0	0
RBM15-AS1	440600	0.009858009550249847	0
RBM15	64783	0.0102662552865187	0
LAMTOR5-AS1	0	0.23990331797205044	1
SLC16A4	9122	0.05605878348783033	0
AL355488.1	0	0.11341729076857021	0
LAMTOR5	10542	-0.020311940830229247	0
PROK1	84432	-0.06983427788243013	0
CYMP	643160	0.0	0
KCNA2	3737	0.07712929090270038	0
AL365361.1	0	0.040488301085760625	0
KCNA3	3738	-0.018894078944120096	0
NRBF2P3	0	0.058573761363059695	0
CD53	963	-0.03133112046613018	0
AL360270.2	0	0.026341025947780317	0
AL360270.1	0	0.031023270439080264	0
LRIF1	55791	-0.0548100095410895	0
AL360270.3	0	0.09981611883662023	0
CCNT2P1	0	0.031023270439080264	0
DRAM2	128338	0.1469435640885397	0
CEPT1	10390	0.04705472852793946	0
AL355816.2	0	-0.02532640478939996	0
DENND2D	79961	0.0	0
CHI3L2	1117	-0.0264637494635096	0
CHIAP1	0	0.0	0
PIFO	128344	0.0043247828292400925	0
CHIAP3	0	0.0	0
PGCP1	441897	0.024368938786009764	0
OVGP1	5016	-0.13381087227816035	0
AL390195.2	0	-0.14705815932104027	0
UBE2FP3	0	0.0	0
AL390195.1	0	-0.10042329617823054	0
WDR77	79084	-0.18733493338254092	1
ATP5PB	0	-0.05489331697549993	0
C1orf162	128346	0.16589441883758038	0
TMIGD3	57413	0.027506974700640008	0
ADORA3	140	-0.003922235083550163	0
RAP1A	5906	-0.05151920883674954	0
LINC01160	0	0.006697909555209769	0
INKA2	55924	0.06598497246720036	0
INKA2-AS1	0	-0.0683085083051207	0
AL049557.1	0	0.025129476957699737	0
DDX20	0	-0.10153734479282939	0
KCND3	3752	0.059064580522039556	0
LINC01750	643355	0.0009342429223702098	0
AL445426.1	105378909	0.031023270439080264	0
CTTNBP2NL	55917	-0.06879437685589984	0
WNT2B	7482	0.007668875743689796	0
AL354760.1	0	-0.017457172458439807	0
ST7L	54879	0.03385259970742993	0
CAPZA1	829	0.028305784699700354	0
MOV10	4343	0.18774213860816857	1
AL603832.1	0	0.0	0
RHOC	389	0.10525423189613115	0
PPM1J	333926	0.0331153434422502	0
AL603832.2	0	0.018208282370679285	0
FAM19A3	284467	-0.031839482881330206	0
NUTF2P4	0	-0.03142920978419017	0
LINC01356	100996702	0.12293197593880034	0
LINC01357	0	0.16024749651916004	0
AL390729.1	0	0.03135905887779966	0
SLC16A1	6566	0.09206335731320081	1
AKR7A2P1	0	0.057544232458730527	0
SLC16A1-AS1	100506392	0.21485362250130002	1
AL357055.3	100996251	0.06492704845579045	0
LRIG2	9860	0.022228083800600373	0
RLIMP2	0	0.0	0
AL357055.1	0	0.062382329316889695	0
MAGI3	260425	-0.060374794252300745	0
AL391058.1	0	0.0991923997923001	0
PHTF1	10745	-0.020584531126100813	0
AL133517.1	0	-0.09271283578283995	0
RSBN1	54665	0.04758654323724976	0
AL137856.1	0	-0.026186997119849842	0
PTPN22	26191	0.10072064966975969	0
AP4B1-AS1	100287722	0.1073265748840102	0
BCL2L15	440603	-0.07652235976403965	0
AP4B1	10717	-0.09665188589401019	0
DCLRE1B	64858	-0.1766515628388099	1
HIPK1-AS1	101928846	0.11028794671973952	0
HIPK1	204851	-0.061764240460099984	0
OLFML3	56944	0.0036200988664303324	0
AL591742.1	0	0.027506974700640008	0
SYT6	148281	0.28969660283216925	1
TRIM33	51592	0.042817632885800094	0
EIF2S2P5	0	-0.03142920978419017	0
PKMP1	0	0.04661776962706998	0
BCAS2	0	-0.016016730617900876	0
DENND2C	163259	-0.3247498297021494	1
AMPD1	270	0.027506974700640008	0
NRAS	4893	-0.0324076421758992	0
CSDE1	7812	-0.019687311407700747	0
SIKE1	80143	0.0025754903047001676	0
SYCP1	6847	0.010593556181070163	0
TSPAN2	10100	0.32383471001523034	1
AL049825.1	0	0.0	0
NGF	4803	-0.04061187509709985	0
CNOT7P2	0	0.038924574902050146	0
VANGL1	81839	-0.11422194545427988	0
CASQ2	845	-0.03410637142454043	0
NHLH2	4808	0.2745711543562006	1
HNRNPA1P43	0	0.08761851669981002	0
LINC01649	0	0.0	0
SLC22A15	55356	0.17118653984411125	0
MAB21L3	126868	0.0048862557533597695	0
ATP1A1	476	0.12830235623229846	1
ATP1A1-AS1	84852	0.04014142550829991	0
RNU6-817P	0	-0.08300901514193981	0
LINC01762	101929023	0.0908865357014399	0
AL390066.1	0	-0.06598265362478006	0
CD58	965	0.0463227744217205	0
NAP1L4P1	0	-0.08754713612387022	0
IGSF3	3321	-0.01664912685360065	0
AL157904.1	0	-0.012900393406169997	0
PTGFRN	5738	0.05196806866590897	0
CD101	9398	-0.15944945057084947	0
AL445231.1	101929099	0.01218054993947959	0
TTF2	8458	-0.12323103914335043	1
MIR942	100126331	0.0	0
TRIM45	80263	0.12810668063754882	0
RPS15AP9	0	0.035329872393650597	0
VTCN1	79679	-0.0032565870490994797	0
AL358072.1	0	0.05940441085972026	0
MAN1A2	10905	-0.025522206549201343	0
AL157902.2	0	0.10418364414358017	0
VPS25P1	0	-0.04382596657197002	0
TENT5C	0	-0.09713390005056954	0
PNRC2P1	0	-0.10147365653568041	0
GDAP2	0	-0.05293249427042035	0
WDR3	0	-0.2339395503438002	1
SPAG17	200162	0.2589981716707799	1
TBX15	6913	-0.0012077647903705468	0
WARS2	10352	0.028382832900699206	0
RBMX2P3	0	0.0438967333224598	0
RPS3AP12	0	0.06121463777915004	0
WARS2-AS1	101929147	0.056806911008400185	0
AL359915.1	0	-0.06276033025032035	0
LINC01780	105378934	-0.001135838996329852	0
HAO2	51179	0.07167647348641992	0
HSD3B2	3284	0.062158769191300145	0
GAPDHP74	0	0.0	0
HSD3BP2	0	0.06209389613351046	0
GAPDHP23	0	0.0	0
GAPDHP58	0	0.0	0
HSD3B1	3283	0.0	0
GAPDHP32	0	0.02276243481319007	0
GAPDHP27	0	0.0652490536938597	0
GAPDHP33	0	-0.15651637358623027	0
LINC00622	644242	0.039390671838329894	0
ZNF697	90874	-0.11003015091793067	0
PHGDH	26227	0.13720571053350028	1
HMGCS2	3158	-0.0022635528407803918	0
REG4	83998	0.0	0
NBPF7	0	-0.02668151066572033	0
PFN1P9	0	-0.031893728104000374	0
NOTCH2	4853	0.040689239102798425	0
AC245008.1	0	-0.06682302363627013	0
SEC22B	9554	-0.045825647042001094	0
AC244669.2	0	0.06453177074267025	0
AC244669.1	0	0.07896464510776013	0
RF00003	0	0.011926039385869558	0
NBPF8	728841	-0.10731523710106039	0
PFN1P2	0	-0.003499923812250394	0
AC241952.1	0	-0.002984436303280269	0
AC253572.1	0	-0.010725110541410565	0
NBPF26	101060684	-0.04161901542271984	0
RNVU1-19	0	-0.02974880795606971	0
PPIAL4A	653505	0.09334411174594948	0
AC241377.3	0	0.03034706439456958	0
LINC00623	0	0.03729819735009965	0
RNVU1-4	101954264	0.01211562122743004	0
AC241377.4	0	0.07110751508908031	0
AC241377.1	0	-0.034434033288450294	0
AC244453.2	0	0.007453341543670611	0
HIST2H2BA	0	0.0	0
AC244453.1	0	0.0	0
FAM72B	653820	0.07219278234282012	0
SRGAP2C	653464	0.03389163652737004	0
AC244021.1	0	0.04032100064038957	0
AL592494.1	0	0.03465179449066014	0
MTIF2P1	0	-0.06160598715330945	0
AL592494.2	0	0.11933524695951014	0
EMBP1	647121	0.20578612655503026	0
AC239859.6	0	0.045927431421610265	0
AC239859.3	0	0.0	0
AC239859.1	0	0.03049007861955033	0
NBPF17P	0	-0.10285259230280985	0
RNVU1-18	26863	-0.03133112046613018	0
AC239800.1	0	0.03224345939991036	0
FAM91A3P	0	-0.0618489625548202	0
AC239800.3	0	-0.04102873646179983	0
LINC02591	0	0.0	0
AC246680.1	0	0.0	0
FAM72C	554282	0.06514085050404983	0
SRGAP2D	0	0.13190063727748047	0
IGKV1OR1-1	0	0.031023270439080264	0
AC245595.1	100996732	0.1426317429915498	0
RNVU1-15	101954267	-0.10435027786077988	0
AC246785.3	0	0.0008689802582502182	0
AC246785.2	0	-0.00044867291460004566	0
NBPF15	284565	0.021326070532939667	0
PFN1P6	0	-0.08333903592125047	0
RF00003	6063	0.002224086134570591	0
LINC01632	0	0.002180569911240049	0
SRGAP2B	647135	0.07076797287223968	0
FAM72D	728833	0.03561008449204017	0
LINC01145	0	0.07823742330141048	0
AC241585.2	0	0.09757526226136015	0
AC241585.1	0	0.002029323622690704	0
AC245014.3	0	-0.0572201328934101	0
AC245014.1	0	0.12081096229772026	0
NBPF20	100288142	-0.16753897152179054	0
RF00003	0	0.00462984682449008	0
RF00003	0	-0.03133112046613018	0
AC239860.1	0	0.01194933202217996	0
NBPF25P	101929780	-0.044765039457040245	0
GPR89A	653519	-0.0034713581309997465	0
PDZK1	5174	-0.17079610616806917	0
CD160	11126	-0.0017638414960199356	0
RNF115	27246	-0.060487875921598544	0
POLR3C	10623	-0.14788092307930079	1
NUDT17	200035	-0.028005260735170623	0
PIAS3	10401	-0.07602709113393047	0
MIR6736	102466191	-0.12111145512827992	0
ANKRD35	148741	0.12303731963189968	0
ITGA10	8515	0.04526527824052984	0
PEX11B	8799	-0.06324501128429993	0
RBM8A	9939	-0.04513842737349982	0
GNRHR2	114814	-0.08412258762225999	0
LIX1L-AS1	0	-0.06684482217984034	0
LIX1L	128077	0.1273270772202988	1
ANKRD34A	0	0.10682087402611007	0
AC243547.2	0	0.035543073621489896	0
POLR3GL	84265	0.03828590906181084	0
TXNIP	10628	0.1410182436248011	1
HJV	148738	0.000144886083460527	0
RNVU1-6	101954276	-0.08899499154034984	0
LINC01719	0	0.062088821326930166	0
NBPF10	100132406	0.041123598408770334	0
NOTCH2NLA	388677	-0.07200749051022015	0
AC239799.1	0	0.031080482995220038	0
SEC22B4P	0	0.16999809028090063	0
RF00003	0	0.06085937374526029	0
RF00003	0	0.059750434100550365	0
HYDIN2	0	-0.09002034899436051	0
NBPF12	149013	-0.0392566990892913	0
AC244394.2	0	0.007434001675759916	0
NBPF13P	0	0.009384099258410217	0
AC244394.1	0	-0.16995980745058947	0
AC241584.1	0	0.14287950178137	0
RNVU1-8	0	-0.030419752770630026	0
AC241584.2	0	-0.024497512775190522	0
PRKAB2	5565	0.04279207172399957	0
PDIA3P1	0	0.1273555891237903	0
AC242426.2	0	0.010679329389430059	0
FMO5	2330	-0.07366661713932032	0
CCT8P1	0	0.04788520305608035	0
RPL7AP15	0	-0.08536321233983024	0
CHD1L	9557	0.037288366892200386	0
LINC00624	100289211	-0.14469206590731964	0
AC242426.1	0	0.10574684984038019	0
OR13Z2P	0	-0.04862366752989011	0
BCL9	607	-0.04615882599340004	0
ACP6	51205	0.2528641368045701	1
GJA5	2702	0.023322768762709778	0
AC241644.2	0	0.03465179449066014	0
GPR89B	51463	-0.21427445125720013	1
PDZK1P1	0	0.16589332840175075	0
AC239803.2	0	-0.10220851023490063	0
RNU1-129P	0	0.10327243611825931	0
AC239803.3	0	-0.09542486980222975	0
RNVU1-7	26864	0.032100154598750485	0
PDE4DIPP1	0	-0.004734905528629874	0
NBPF11	200030	-0.01732024100492069	0
ABHD17AP1	0	-0.008566807223180817	0
AC239809.3	0	0.024684207434270355	0
AC239803.1	0	0.0	0
LINC01731	0	0.018247067134680606	0
LINC01138	0	0.09505023565795057	0
AC245100.1	0	-0.11251641783429989	0
AC245100.5	0	-0.04083320937582968	0
MIR5087	100847044	-0.02873716763876999	0
RNU1-122P	0	0.011300686660910664	0
AC245100.7	0	0.08075336865917038	0
RNVU1-1	101954273	-0.016270922178669878	0
RNVU1-2	0	0.03049007861955033	0
RNU1-13P	0	0.07351500595061022	0
AC245100.4	0	0.11630219546178022	0
RNVU1-3	101954272	0.17571200440863954	0
AC245100.2	0	0.02498437995619973	0
AC245100.8	0	0.10231695548651043	0
RF00003	0	0.01259442906683006	0
NBPF14	25832	-0.13681810728648003	0
PDE4DIP	9659	0.016202067735960668	0
RNU2-38P	0	0.0	0
NBPF9	400818	-0.10389273829126999	0
RNU1-59P	0	0.0	0
AC245297.3	0	0.038409702660310074	0
AC245297.1	0	-0.06517187616187936	0
AC245297.2	0	-0.030612570526160177	0
SEC22B2	0	0.0	0
AC242843.1	100996717	0.037512932939580246	0
NBPF19	0	-0.08710923336603926	0
LINC00869	57234	0.0663863850803299	0
AC242842.1	0	-0.05976043807785025	0
RF00003	0	0.045010910416410255	0
FAM91A2P	0	-0.08688304590747009	0
AC243772.3	0	0.018543833974289825	0
FCGR1A	2209	0.03224345939991036	0
HIST2H2BF	440689	-0.14862655678615067	0
AC243772.2	0	-0.057868529167840244	0
HIST2H3D	653604	0.05853024513973004	0
HIST2H4A	8370	-0.024356054671019756	0
HIST2H2BD	0	-0.1662034842710698	0
AC239868.1	0	0.010676598272770121	0
HIST2H2BE	8349	-0.015521042889259817	0
HIST2H2AC	8338	-0.009496158646640218	0
HIST2H2AB	317772	-0.08698482759815018	0
BOLA1	51027	0.12670363825080067	0
SV2A	9900	-0.04076919782779953	0
SF3B4	10262	-0.1504232146101998	1
MTMR11	10903	0.2653696191897499	1
OTUD7B	56957	0.0022470121405788746	0
AC244033.2	0	0.1548443898499503	0
VPS45	11311	-0.1589767286503001	1
PLEKHO1	51177	-0.07281471873629997	0
AC242988.2	0	-0.10229772249619007	0
ANP32E	81611	0.16761170720620022	0
RNU2-17P	0	-0.06955072196087997	0
AC242988.1	0	0.08612777316968945	0
CA14	23632	1.16828288470556	1
APH1A	51107	-0.05515338703910011	0
C1orf54	79630	0.3833317341246598	1
CIART	148523	0.6342257412746299	1
MRPS21	54460	-0.010199606519799786	0
PRPF3	9129	-0.05536992861889978	0
RPRD2	23248	-0.06561852216590047	0
TARS2	80222	-0.03914121422116956	0
ECM1	1893	0.0922629350197699	0
FALEC	100874054	0.07520293331588057	0
AL356356.1	0	-0.13219744276647027	0
ADAMTSL4	54507	0.3461396776116006	1
MIR4257	100422997	0.1147529909810201	0
ADAMTSL4-AS1	0	-0.04552955678167958	0
RN7SL473P	0	-0.07024927714019036	0
RN7SL600P	0	-0.001228893347719584	0
MCL1	4170	-0.09502814284489958	0
RF00561	0	0.18672348174588027	0
ENSA	2029	-0.07729931868590079	1
RF00015	0	-0.06924887548305936	0
GOLPH3L	55204	-0.019420212222080124	0
HORMAD1	84072	0.0691453452709796	0
CTSS	1520	-0.0038366078231302225	0
AL356292.1	0	0.0	0
CTSK	1513	-0.1384018288330795	0
ARNT	405	-0.033105159211100244	0
RPS27AP6	0	0.11724422613695928	0
CTXND2	100996521	0.0	0
SETDB1	9869	-0.0053620485753000935	0
CERS2	29956	-0.06863127303070016	0
AL590133.2	0	-0.14015770158663	0
AL590133.1	0	0.08049288064132032	0
ANXA9	8416	-0.09909880421943029	0
MINDY1	55793	-0.014513583418969134	0
PRUNE1	58497	-0.03283321805569095	0
RNU6-884P	0	0.031023270439080264	0
BNIPL	149428	-0.09193355004881987	0
C1orf56	54964	0.09392297819629025	0
CDC42SE1	56882	0.03673553345930003	0
MLLT11	10962	0.061262402799698634	0
GABPB2	126626	0.22979058922611983	1
AL592424.1	0	-0.2842699270763598	1
SEMA6C	10500	-0.20008599486889977	1
TNFAIP8L2	79626	-0.03133112046613018	0
SCNM1	79005	-0.14037857216905003	1
LYSMD1	0	0.008863847616060738	0
VPS72	6944	-0.0335674454032997	0
PIP5K1A	8394	-0.025660926518201066	0
PSMD4	5710	-0.0192492258949013	0
ZNF687-AS1	0	0.05888350269203979	0
ZNF687	57592	-0.04178303804810035	0
PI4KB	5298	-0.15555219616070026	1
RN7SL444P	0	-0.02493180251939986	0
AL391069.3	0	-0.06988472703087023	0
RFX5	5993	0.19636846723409995	1
AL391069.1	0	-0.0037806295421596303	0
AL391069.2	0	0.0287416668823397	0
SELENBP1	8991	0.22383024420796005	1
PSMB4	0	-0.08699893452860152	0
POGZ	23126	-0.0008349381361014707	0
CGN	57530	0.08782698052683013	0
TUFT1	7286	-0.06652897756221954	0
AL365436.2	0	0.03189200839857076	0
MIR554	693139	0.0	0
AL365436.1	0	0.06845020362606036	0
SNX27	81609	-0.03089813884549919	0
AL391335.1	0	-0.02204029376977079	0
AL589765.1	0	-0.0016632397672298183	0
CELF3	11189	-0.10397463345939961	1
RIIAD1	284485	-0.04176245010410984	0
RNU6-662P	0	0.0	0
AL589765.7	0	0.08193659096192984	0
AL589765.3	0	-0.0028382178354497967	0
MRPL9	65005	-0.005981068416650359	0
OAZ3	51686	-0.08164563786934931	0
AL589765.4	0	-0.08415127565231995	0
AL589765.5	0	-0.029219389068620316	0
TDRKH	11022	0.020800863667020053	0
TDRKH-AS1	109729141	0.15626400605616997	0
AL589765.6	0	-0.03036326143287038	0
LINGO4	339398	0.0	0
RORC	6097	0.12316233935931997	0
C2CD4D	100191040	-0.03722873490057932	0
C2CD4D-AS1	0	-0.0303831150249394	0
THEM5	284486	0.06273353801945003	0
THEM4	117145	0.04712339158647971	0
AL450992.2	0	0.057544232458730527	0
S100A10	6281	-0.11472754057166057	0
AL450992.1	0	0.005163673830150373	0
