GeneSymbol	Gene ID (Biomart)	log2FC	Significance
AC093422.3	0	0.06262646992413057	0
DSTYK	25778	-0.012524513312239804	0
AC093422.1	0	-0.030419752770630026	0
TMCC2	9911	-0.05612665868071076	0
AC093422.2	0	0.0	0
NUAK2	81788	0.009635997370979865	0
KLHDC8A	55220	0.045455424567901304	0
SNRPGP10	0	-0.12857880222088003	0
LEMD1-AS1	284576	-0.04734300358387955	0
LEMD1	93273	-0.04496419552997999	0
BLACAT1	0	-0.0017474960421512975	0
MIR135B	442891	-0.006703689629089737	0
AC098936.1	0	0.05440350192303001	0
CDK18	5129	0.07929242131959935	0
MFSD4A	148808	0.08061468832415031	0
RNU6-418P	0	0.060450106434259965	0
ELK4	2005	-0.021883838309420867	0
AC096533.1	0	-0.030457786889280136	0
SLC45A3	85414	-0.018208392444998722	0
NUCKS1	64710	0.0023674763679011335	0
RF00139	0	-0.07223676640525056	0
RAB29	8934	-0.04860075348322024	0
SLC41A1	254428	0.016348967286090144	0
SLC26A9	115019	0.0	0
RAB7B	338382	-0.0188172134826603	0
BX571818.1	0	0.0945219406003206	0
RHEX	0	-0.034592851379229295	0
RF00271	0	0.0	0
AVPR1B	0	0.12033710960708	0
AC244035.1	0	-0.02532640478939996	0
RPL22P4	0	0.05450812592714982	0
AC244035.2	0	-0.057026703201810136	0
FAM72A	729533	0.11058009883350994	0
SRGAP2	23380	0.04430477135350053	0
IKBKE	9641	-0.024009916368069817	0
C1orf147	574431	0.0	0
AC244034.2	0	0.0	0
RASSF5	83593	0.04133231233284018	0
AC244034.1	0	0.031197260139940397	0
EIF2D	1939	-0.0456848033289603	0
AL591846.2	0	-0.08517465524048973	0
DYRK3	8444	-5.3209454700109404e-06	0
MAPKAPK2	9261	-0.03224644152099998	0
AL591846.1	0	0.004605540632079297	0
IL19	29949	-0.02532640478939996	0
IL20	50604	0.0	0
FCMR	9214	-0.02532640478939996	0
AC098935.1	0	0.06532308728937952	0
PIGR	5284	-0.03142920978419017	0
FCAMR	83953	0.0	0
C1orf116	79098	0.011481686222849952	0
PFKFB2	5208	-0.038969207551410534	0
YOD1	55432	-0.05977253832477025	0
AL445493.3	0	-0.02668151066572033	0
AL445493.1	0	0.02740510138939012	0
C4BPAP1	0	0.0	0
CD55	1604	0.01852943576625954	0
CR2	1380	0.0	0
CR1	1378	0.14522993355866998	0
CD46P1	0	0.058817078947139834	0
CD46	4179	-0.004951876283699974	0
CDCA4P4	0	-0.06324021923432	0
MIR29B2CHG	0	-0.029639777446250015	0
CD34	947	-0.03121694343291992	0
AL356275.2	0	0.031634778526449914	0
AL356275.1	0	-0.030158253745559804	0
PLXNA2	5362	0.001800304613000847	0
AL606753.2	0	-0.03166022358553011	0
LINC01735	0	0.005524823387980327	0
AC099793.1	0	0.06828220973673993	0
RPS26P13	0	0.006962443111169669	0
LINC01717	0	-0.08892113856508921	0
LINC01774	0	0.0677354812019102	0
AC092810.3	0	0.015385856378580698	0
AC092810.1	0	0.07492702863110967	0
ATP5MC2P1	0	0.13998261723897	0
LINC01696	0	0.0	0
CAMK1G	57172	0.0641807098499001	0
LAMB3	3914	0.013859475638829721	0
HSD11B1-AS1	0	-0.007331008750690593	0
G0S2	0	-0.11008305678346986	0
HSD11B1	3290	0.031214492366379964	0
TRAF3IP3	80342	0.0	0
C1orf74	148304	-0.00811239119664986	0
IRF6	3664	-0.027569679495340615	0
UTP25	27042	-0.044521119655930974	0
SYT14	255928	0.006462743166100182	0
SERTAD4-AS1	0	0.07662097782025956	0
SERTAD4	56256	0.21305183703982955	0
ST13P19	0	-0.06328342003711995	0
AL035414.1	0	0.031214492366379964	0
HHAT	55733	0.014844461758929839	0
KCNH1	3756	-0.04442615127225036	0
AC096636.1	0	0.0536626182355997	0
AL590132.1	0	-0.0028778017830504155	0
IPO8P1	0	-0.08049103288128023	0
AC092017.4	0	0.0271030245377597	0
KCNH1-IT1	0	-0.06223699251540005	0
AC092017.2	0	0.027508161036569945	0
AC092017.1	0	-0.013070856648269569	0
RCOR3	55758	0.030677754356698728	0
TRAF5	7188	0.041465877738410484	0
LINC00467	0	-0.010748268869280153	0
SNX25P1	0	-0.011839421316969911	0
ARPC3P2	0	0.042189552774179795	0
RD3	343035	-0.009150563800869982	0
SLC30A1	0	-0.01638745066789049	0
LINC01693	0	0.031411977557749715	0
NEK2	4751	-0.024891045592738692	0
FDPSP8	0	-0.04592333901783974	0
AC096637.2	0	-0.014632706833849873	0
LPGAT1	9926	0.03394534031332874	0
RN7SL344P	0	-0.02532640478939996	0
LPGAT1-AS1	0	-0.0028778017830504155	0
INTS7	25896	-0.0004494650874100614	0
DTL	51514	-0.0451681151554002	0
RPL21P28	0	-0.029376818130320004	0
MIR3122	100422947	0.020815905068400475	0
AL606468.1	0	-0.03536611961494085	0
PPP2R5A	5525	0.0123170159621111	0
AL360091.3	0	-0.03374440392937039	0
RPL23AP18	0	-0.08616354206668042	0
SNORA16B	692157	-0.09018019084848028	0
AL360091.1	0	0.04932071272585947	0
TMEM206	55248	0.04422718870789133	0
NENF	29937	-0.007647731997058926	0
AC092803.2	0	0.10030582623273965	0
ATF3	467	0.027353908404100125	0
FAM71A	149647	-0.012395471235779887	0
AL590648.3	0	-0.03174901898578053	0
BATF3	55509	0.012950673690629522	0
NSL1	25936	0.014967372250730193	0
TATDN3	128387	-0.05664803608945945	0
AC104333.3	0	-0.04481693493577943	0
SPATA45	149643	0.09499531998273003	0
FLVCR1-DT	642946	0.07837845162310053	0
AC104333.2	0	-0.06563295006283987	0
FLVCR1	28982	0.018911176277169872	0
AC104333.4	0	0.03829356357729985	0
VASH2	79805	0.029688357788760555	0
ANGEL2	90806	0.007949073574920362	0
RPS6KC1	26750	0.002566167454569168	0
AL592402.1	0	-0.031326150137010345	0
AC096639.1	0	0.05779302878764003	0
PROX1-AS1	0	0.05584017603815017	0
LINC00538	100861504	0.02684407496021013	0
PROX1	5629	0.010306340303790407	0
AC011700.1	0	-0.12907868276264	0
AL606537.1	0	0.031434180113310006	0
AL592287.1	0	0.042880255417119706	0
SMYD2	56950	0.022274551633719497	0
PTPN14	5784	0.013486747112359865	0
AL445305.1	0	0.07823025043961973	0
CENPF	1063	-0.07727388144810021	0
ABHD17AP3	0	-0.12109795574644	0
AC099563.1	0	0.0	0
KCNK2	3776	0.04602829928683061	0
KCTD3	51133	0.015423278136101004	0
USH2A	7399	-0.05211937731472016	0
ESRRG	2104	-0.028666103097360285	0
GPATCH2	55105	0.0365153190706593	0
SPATA17	128153	0.05092820111991969	0
UBBP2	0	0.05100630378216042	0
RRP15	51018	-0.052044642755110004	0
AC096638.1	0	-0.07172746748118985	0
TGFB2-AS1	0	0.1264042983879996	0
TGFB2	7042	-0.09820973145808942	0
C1orf143	440714	0.05209484246390961	0
NXNP1	0	0.02901592632094996	0
LINC01710	0	-0.02668151066572033	0
LYPLAL1-DT	643723	-0.1423675238858202	0
LYPLAL1	127018	0.002404503746989306	0
AC096642.1	0	-0.007757954889070717	0
LYPLAL1-AS1	0	-0.02532640478939996	0
ZC3H11B	643136	-0.14921011707513987	0
SLC30A10	55532	-0.05770757126401982	0
EPRS	2058	-0.057134298620500346	0
BPNT1	10380	0.007603076840949186	0
IARS2	55699	0.008136284818299089	0
MIR215	406997	0.031434180113310006	0
RPS15AP12	0	0.011163373496589912	0
RAB3GAP2	25782	0.020450638121999987	0
MORF4L1P1	0	-0.048704597275160744	0
AURKAP1	0	0.0009924240341092627	0
XRCC6P3	0	0.0	0
AL451081.2	0	0.005744562950739329	0
MARK1	4139	0.020826254311900882	0
HDAC1P2	0	-0.053129123962119884	0
C1orf115	0	-0.0026699833823400354	0
MARC2	54996	-0.08700883918167968	0
MARC1	64757	-0.05673796979992929	0
RNU6ATAC35P	0	-0.012282655333760495	0
LINC01352	101929730	0.05611895085871055	0
HLX	0	-0.15224166942834927	0
AL445470.1	400804	-0.03133112046613018	0
DUSP10	0	0.03367115102218943	0
LINC02257	105372950	0.058817078947139834	0
LINC01705	0	0.0	0
AL356108.1	0	0.031214492366379964	0
AL513314.1	0	0.0020786965999901597	0
CICP13	0	-0.02668151066572033	0
AL513314.2	0	0.012409723797449423	0
AL592148.2	0	0.13658404763803045	0
HHIPL2	79802	-0.03078659365157055	0
TAF1A	9015	-0.048881020414109244	0
TAF1A-AS1	0	-0.0007998849641603911	0
MIA3	375056	0.0024431039720997916	0
AL592148.1	0	0.0	0
AL592148.3	0	0.12537029296830937	0
AIDA	64853	-0.02823944606749862	0
BROX	148362	-0.0063596256224709435	0
FAM177B	400823	-0.034434033288450294	0
AL392172.1	0	0.014865712791999997	0
AC093152.1	0	0.06791079350169049	0
DISP1	84976	-0.0012400744255405272	0
NDUFB1P2	0	-0.0873362276037204	0
TLR5	7100	0.10252902609912073	0
SUSD4	55061	0.038182922987380685	0
CAPN8	388743	-0.0782965274208598	0
CAPN2	824	-0.029237282750699478	0
TP53BP2	7159	-0.05032373119790101	0
PHBP11	0	0.0529785374991798	0
ACTBP11	0	0.002832204720159659	0
GTF2IP20	0	0.024738462061060673	0
AC138393.1	0	-0.06312732093740969	0
AC138393.3	0	0.025321747954420104	0
FBXO28	23219	-0.01619047360519943	0
AC092809.3	0	-0.055785041248250344	0
DEGS1	8560	-0.026554505933400918	0
AC092809.4	101927164	0.23080153126201974	0
NVL	4931	0.009552396983799838	0
MIR320B2	0	-0.03608388490591974	0
CNIH4	29097	0.042024068678930604	0
WDR26	80232	0.026659479764399308	0
CNIH3	149111	-0.05150912949496966	0
AKR1B1P1	0	-0.031344207754449904	0
AC096537.1	0	0.0	0
AL596330.1	0	-0.031893728104000374	0
AL391811.1	0	-0.03521045633688047	0
DNAH14	127602	0.07131581633222961	0
LBR	3930	0.026609512571099003	0
AC092811.1	0	0.1521804253610899	0
AC092811.2	0	0.0454695304358701	0
ENAH	55740	-0.008826698338500805	0
AC099066.2	0	0.023627041793480075	0
SRP9	6726	0.0625167623838987	0
AC099066.3	0	-0.0012961745344002296	0
EPHX1	2052	0.00011020532650984904	0
AL591895.1	0	-0.04321224168434945	0
TMEM63A	9725	0.062073208008090575	0
LEFTY1	10637	-0.03106600976442042	0
PYCR2	29920	-0.024676495030439227	0
LEFTY2	7044	-0.01606829832964074	0
SDE2	0	0.003983526768250201	0
AL512343.2	0	0.11779587734159946	0
H3F3A	3020	0.04556291098258036	0
LINC01703	0	0.0243138970570298	0
AL512343.1	0	0.031434180113310006	0
ACBD3	64746	-0.02013947031871055	0
ACBD3-AS1	0	0.004532981700659633	0
AL592045.1	0	0.0	0
MIXL1	83881	0.021508739707509328	0
LIN9	286826	0.0025647761591685025	0
AL359742.1	0	0.031214492366379964	0
PARP1	142	-0.015241001753199868	0
AL359704.1	0	0.027410071718509954	0
CDKN2AIPNLP1	0	0.05779302878764003	0
STUM	375057	-0.052980502031629406	0
ITPKB	3707	0.00905223515573006	0
ITPKB-IT1	100506443	0.0	0
ITPKB-AS1	0	-0.03133112046613018	0
RPS27P5	0	-0.031893728104000374	0
PSEN2	5664	-0.08285708249002077	0
COQ8A	56997	-0.0067097440248407025	0
AL353689.1	0	-0.031893728104000374	0
CDC42BPA	8476	0.013018246614601381	0
AL353689.2	0	0.030387927398249914	0
AL627308.2	0	0.0	0
NUCKS1P1	0	-0.057986791470679755	0
BTF3P9	0	-0.02532640478939996	0
TUBB8P10	0	0.031411977557749715	0
TUBB8P9	0	-0.02668151066572033	0
AL451054.1	0	-0.029815031504019984	0
RNA5SP77	0	0.02740510138939012	0
ZNF678	339500	0.04053812520342959	0
AL592310.1	0	0.031214492366379964	0
ZNF847P	0	0.031411977557749715	0
SNAP47	116841	-0.05006216375302941	0
JMJD4	65094	0.03407839670644108	0
WNT9A	7483	0.07626222103294023	0
MIR5008	100847072	-0.07626062286039925	0
WNT3A	89780	-0.029097196716449503	0
AL136379.1	0	0.021568289470510038	0
ARF1	375	-0.0017439497609004206	0
C1orf35	0	-0.05177399111081016	0
MRPL55	128308	-0.07515559556613027	0
FAM96AP2	0	0.0347586890031506	0
AL359510.2	0	-0.03747926593282003	0
GUK1	2987	-0.054203952618800955	0
GJC2	0	0.08034780026801958	0
IBA57-DT	574432	-0.028368558756810103	0
IBA57	200205	0.012113381636741138	0
OBSCN-AS1	574407	0.04813564035241047	0
OBSCN	84033	-0.023866135318581172	0
AL353593.2	0	0.10831776558969963	0
AL353593.1	0	0.08462433743227038	0
AL670729.3	0	0.0003845377449698262	0
TRIM11	81559	0.010451390741749833	0
AL670729.2	0	-0.04504614765457049	0
AL670729.1	0	-0.04908546180516993	0
TRIM17	51127	-0.08485728863475028	0
RPL23AP15	0	-0.02599030332136021	0
HIST3H2A	92815	0.11292513083567979	0
HIST3H2BB	128312	-0.007915354602689995	0
MIR4666A	100616308	0.0163248805757501	0
HIST3H2BA	0	0.032044084193830535	0
AL139288.1	0	-0.03247063067975997	0
RNF187	149603	0.016257635126100567	0
DUSP5P1	0	0.013766729701149671	0
RF00432	0	-0.034832238042019625	0
FTH1P2	0	0.15771641352347032	0
RHOU	0	-0.08573658409230056	0
AL137793.2	0	0.0	0
ISCA1P2	0	-0.034434033288450294	0
AL137793.1	0	-0.03133112046613018	0
AL162595.2	0	-0.02439844477518971	0
TMEM78	677790	0.0	0
AL162595.1	105373159	-0.014939134258690423	0
RAB4A	5867	0.036805297927019254	0
AL117350.1	0	0.011168809002120028	0
CCSAP	0	-0.03324494820350132	0
RNU6-180P	0	0.0	0
RN7SKP276	0	-0.0027992547620003805	0
ACTA1	58	0.09402150738524995	0
NUP133	0	-0.011702847638099811	0
AL121990.1	0	-0.06460548245465958	0
ABCB10	23456	0.023285835930149545	0
RNU4-21P	0	-0.027773833191980124	0
HMGN2P19	0	0.00936724583837023	0
TAF5L	27097	-0.047762173846360056	0
URB2	9816	-0.01929411303349937	0
AL354983.1	0	0.0	0
GALNT2	2590	0.012207972115598764	0
AL136988.2	0	0.08972949446190004	0
AL136988.1	0	-0.030458868641599857	0
PGBD5	0	0.028016163190301313	0
AL133516.1	0	-0.06190028841850026	0
AL158214.1	0	0.030387927398249914	0
COG2	22796	-0.0412962448162606	0
AGT	183	-0.15207236114242928	0
AL512328.1	0	-0.04929290672659992	0
CAPN9	10753	-0.09804750063130996	0
AL118511.2	0	0.031634778526449914	0
C1orf198	84886	-0.012420849298399261	0
AL118511.1	0	-0.025994658805490012	0
RN7SL837P	0	0.0271030245377597	0
TTC13	79573	-0.04389408778433079	0
ARV1	64801	0.008853939989409199	0
FAM89A	0	0.04924155613043091	0
AL732414.1	0	-0.016444098702349308	0
AL109810.1	0	-0.03142920978419017	0
TRIM67	440730	0.007119562581300087	0
C1orf131	128061	-0.0026986896070102517	0
GNPAT	8443	0.004898620341601045	0
EXOC8	149371	0.015218609077459533	0
SPRTN	83932	0.03197182910585994	0
EGLN1	54583	0.10914771197569095	0
AL445524.1	0	-0.09573277876663955	0
TSNAX-DISC1	0	0.11874542078284023	0
TSNAX	0	-0.02379196855174115	0
DISC1	27185	0.007720095577679942	0
AL136171.1	105373170	-0.00021960234421047886	0
DISC1-IT1	0	-0.02854594571147029	0
SIPA1L2	57568	0.009858335724000966	0
MAP10	54627	0.08784621177993035	0
AL122003.1	0	-0.05710126343635036	0
NTPCR	84284	0.02317031469215891	0
PCNX2	80003	-0.01895519125002032	0
RPS7P3	0	-0.08659504804712004	0
MAP3K21	84451	-0.026216431906219917	0
KCNK1	3775	0.00679807163347057	0
AL663058.1	0	0.0017766197483597423	0
SLC35F3	148641	-0.13061935231915012	0
AL122008.3	0	0.0	0
AL122008.1	0	0.0	0
AL122008.2	0	-0.02433418000228027	0
AL355472.1	0	0.07578057692630935	0
AL355472.2	0	0.006308373737049955	0
AL355472.3	0	-0.031893728104000374	0
COA6-AS1	0	-0.10816250052566012	0
COA6	388753	-0.004916954223260106	0
TARBP1	6894	0.0033080834426009176	0
LINC01354	100506795	0.05412139088876966	0
IRF2BP2	359948	0.11068358078378004	1
AL160408.2	0	0.10421988856182995	0
LINC00184	100302691	0.0684571775685896	0
AL160408.5	0	0.0	0
AL160408.3	0	-0.030419752770630026	0
LINC01132	100506810	0.00672679436677015	0
AL360294.1	0	0.034881647268300675	0
AL391832.4	0	0.0386154009596007	0
AL391832.2	101927851	0.0758958347843901	0
LINC01348	0	0.031411977557749715	0
AL732292.1	0	0.0	0
AL732292.2	0	-0.06734355313277973	0
TOMM20	9804	-0.014362049950699785	0
SNORA14B	677802	0.008894412415299868	0
RBM34	23029	-0.14652809871474926	0
ARID4B	51742	0.0015904552136003502	0
MIR4753	100616224	0.0271030245377597	0
GGPS1	9453	0.02097194537071978	0
TBCE	6905	-5.62498417702173e-05	0
AL391994.1	0	-0.09401232750392996	0
AL357556.1	0	0.060700348525799974	0
AL357556.4	0	0.0010889875772202018	0
TBCE	6905	0.008518982224919647	0
RPS21P1	0	0.08805580623678999	0
B3GALNT2	148789	0.062485406174500824	0
MTND5P19	0	0.0	0
MTND3P8	0	0.0	0
GNG4	2786	-0.02541866650140001	0
LYST	1130	0.055682113858690485	0
LDHAP2	0	-0.04905408302693015	0
AL139161.1	0	-0.06223892064009995	0
NID1	4811	-0.061791779619579934	0
AL122018.1	0	-0.08276362426266015	0
AL122018.2	0	0.02901592632094996	0
GPR137B	7107	-0.030686693350629568	0
ERO1B	56605	0.013930607989729893	0
RNU2-70P	0	0.032723766103670116	0
AL450309.1	0	0.0281698095594205	0
EDARADD	128178	0.026024702997620608	0
LGALS8	3964	-0.0030602418998899594	0
LGALS8-AS1	100287902	-0.027347988930510603	0
AL359921.2	0	0.047398097187770105	0
AL359921.1	0	-0.014718527734790321	0
HEATR1	55127	-0.02678774612260071	0
ACTN2	88	-0.026655186158909494	0
MTR	4548	0.007154814866799697	0
RPSAP21	0	-0.03283692117189041	0
RPL35P1	0	0.037084089863389735	0
RYR2	6262	-0.05080149396072997	0
AL359924.1	100130331	-0.12533197999189039	0
ZP4	57829	-0.04842007302151963	0
MTRNR2L11	0	0.0	0
LINC01139	339535	0.025543872710029447	0
AL359551.1	0	0.026061742151820333	0
AL590135.1	0	0.0036895215315499996	0
CHRM3	1131	-0.06487919116035012	0
CHRM3-AS2	100506915	0.0	0
AL356361.1	0	-0.0062821491402402785	0
RPS7P5	0	0.06065070484739987	0
FMN2	56776	0.07193930874640131	0
AL359918.1	0	-0.12170442430173001	0
ADH5P3	0	0.043362005963380135	0
AL359918.2	0	0.031214492366379964	0
GREM2	64388	-0.0738054338298797	0
AL358176.3	0	0.0015570174041492635	0
AL365184.2	100506929	0.05861959375577008	0
AL365184.1	0	-0.03142920978419017	0
THAP12P8	0	-0.004541419711279637	0
RGS7	6000	0.027526208352899317	0
RFKP1	0	-0.06768136159099036	0
HNRNPA1P42	0	0.0008383970096099702	0
AL590682.1	0	0.028182813818870223	0
AL359764.1	0	-0.031087580272400217	0
FH	2271	-0.018039031624999424	0
KMO	8564	-0.08352631157526069	0
OPN3	0	0.07283120563352874	0
CHML	1122	0.0037779447883998785	0
WDR64	128025	-0.16768372843881973	0
AL365366.1	0	0.001862447169100001	0
EXO1	9156	-0.0038127200748494516	0
RPL23AP20	0	0.03467365695491065	0
BECN2	441925	-0.04439172342178033	0
CFL1P4	0	-0.02743234278536999	0
MAP1LC3C	440738	-0.04405022195805053	0
PLD5	200150	-0.08859304445938943	0
AL591686.2	0	-0.11975179684562054	0
AL591686.1	0	-0.010127656617299863	0
AL360271.1	0	0.031411977557749715	0
AL603825.1	0	0.0	0
SEPT14P21	0	-0.02532640478939996	0
AL606534.4	0	0.023816245732949604	0
LINC01347	731275	-0.020787268944780557	0
CEP170	9859	0.002595600952300714	0
AL606534.1	0	0.05779302878764003	0
SDCCAG8	10806	0.07513677122097029	0
FCF1P7	0	0.031855693985349376	0
MIR4677	100616343	0.03616464700533939	0
AKT3	10000	0.0328659499654993	0
AL591721.1	0	0.022614397823149446	0
FABP7P1	0	0.09345688603802049	0
AL662889.1	0	0.0	0
AKT3-IT1	0	-0.03547531567439055	0
AL591885.1	339529	-0.1507366952048006	0
ZBTB18	10472	0.022571348060699492	0
AL590483.3	0	0.02901592632094996	0
AL590483.2	0	0.0	0
AL645465.1	0	0.030387927398249914	0
TGIF2P1	0	-0.08201319608309987	0
ADSS	159	-0.028805638980109904	0
CATSPERE	257044	-0.004220517786880151	0
DESI2	51029	0.015370429195760593	0
AL451007.1	0	0.031411977557749715	0
AL451007.3	0	-0.07917072680657977	0
AL451007.2	0	-0.02668151066572033	0
COX20	116228	0.009710594197098743	0
HNRNPU	3192	0.0056805675899003205	0
BX323046.1	0	0.018610233416720412	0
RNU6-947P	0	-0.031893728104000374	0
AL356512.1	0	0.02738594651420012	0
EFCAB2	84288	-0.0397583785975808	0
RNU6-1089P	0	-0.031893728104000374	0
RNU6-999P	0	0.0	0
AL589763.1	0	0.03137705666088042	0
KIF26B	55083	-0.028301556009330042	0
AC104462.2	0	0.0	0
AC104462.1	0	-0.004261931139009967	0
SMYD3	64754	0.02194982880167018	0
SMYD3-IT1	0	-0.02532640478939996	0
AL356583.1	0	0.004953267860729582	0
AL356583.2	0	-0.06811884979773986	0
TFB2M	64216	0.04350951222707877	0
CNST	163882	0.04808868736015981	0
AL591623.1	0	-0.0380495289180498	0
AL591848.3	0	0.09743117596453033	0
SCCPDH	51097	0.01225898581890128	0
KIF28P	0	0.09103863224564979	0
AL591848.4	0	0.12696834533317958	0
LINC01341	0	0.04031855235428061	0
AHCTF1	25909	-0.02944169209187919	0
ZNF695	57116	-0.041824659891769755	0
ZNF670-ZNF695	0	-0.01645619918372976	0
ZNF670	93474	-0.02485157492335155	0
AL512637.1	0	0.02740510138939012	0
AL627095.1	0	0.09281620745649022	0
ZNF669	79862	0.004403485187999934	0
C1orf229	388759	0.1052761554474495	0
FGFR3P6	0	0.0	0
ZNF124	7678	0.015389038672308786	0
AL390728.3	0	0.04569051177223038	0
AL390728.2	0	-0.16141024232238	0
AL390728.6	0	0.06207127517841027	0
AL390728.4	0	0.011448213529700269	0
RNA5SP82	0	-0.016247571769960167	0
AL390728.5	0	0.10343155289344974	0
AL390728.1	0	0.0831805882645602	0
RF00019	0	-0.03133112046613018	0
ZNF496	84838	-0.029521589456399155	0
AC104335.1	0	-0.030345192536089804	0
NLRP3	114548	0.025898417962020304	0
OR2W5	441932	0.0	0
GCSAML	148823	-0.0002589495775504602	0
AL390860.1	0	0.055281694129190484	0
OR3D1P	0	-0.024231120355110214	0
OR13G1	441933	0.0271030245377597	0
OR14K1	343170	0.00101442734267998	0
OR9H1P	81439	-0.05783706412737022	0
HSD17B7P1	0	-0.030345192536089804	0
TRIM58	25893	-0.028061355877349925	0
OR2W3	343171	0.16228407913199927	0
OR2T8	0	0.02733878472177942	0
OR2AJ1	127608	-0.057026703201810136	0
CLK3P2	0	0.007209677111609913	0
OR2L8	391190	0.01730382412424003	0
OR2AK2	391191	0.023483697653429836	0
OR2L9P	0	-0.002310223816060386	0
OR2L1P	26247	0.05798718476563014	0
RF00019	0	0.031434180113310006	0
OR2L6P	0	0.019500312938780517	0
OR2L5	81466	0.04814425833957969	0
RF00019	0	-0.06111554395416974	0
OR2L2	26246	-0.014766075633570352	0
RF00019	0	0.01296715878789989	0
OR2L3	391192	-0.12260106824816042	0
OR2T32P	0	0.030387927398249914	0
OR2L13	284521	-0.07181445078427018	0
OR2M3	127062	0.031634778526449914	0
OR2M4	26245	-0.060661885659549775	0
OR2T33	391195	-0.030419752770630026	0
CR589904.2	0	0.02901592632094996	0
DPY19L4P1	0	0.058317516904150324	0
SH3BP5L	80851	0.024529723443599494	0
MIR3124	100422879	0.07373024797094008	0
ZNF672	79894	0.06706533729248143	0
ZNF692	55657	0.011983780802529154	0
AL672291.1	0	0.05154580973810052	0
PGBD2	267002	-0.02196685424165956	0
RPL23AP25	0	0.0032086858146493924	0
FAM110C	642273	0.11235119298619978	0
SH3YL1	26751	0.02608787902816978	0
ACP1	52	0.001275865201399995	0
ALKAL2	285016	0.03740205525572993	0
AC079779.2	0	0.08282433691239977	0
AC079779.3	0	-0.09445471160069996	0
AC079779.4	0	0.031634778526449914	0
LINC01865	0	-0.08466830213639032	0
AC105393.2	0	0.0271030245377597	0
AC105393.1	0	0.0	0
TMEM18	129787	0.02450535370980944	0
AC092159.2	0	0.08809996503403017	0
AC092159.4	0	0.03706233341170062	0
AC116609.3	0	0.009785535396990674	0
AC116609.2	0	0.010563204699270301	0
AC116609.1	0	-0.0500725789969696	0
LINC01115	0	-0.049891122992309356	0
LINC01939	0	-0.030419752770630026	0
SNTG2-AS1	0	0.12098894726385989	0
SNTG2	54221	-0.12076548112209018	0
TPO	7173	-0.04510908881091957	0
AC141930.1	0	0.02901592632094996	0
AC141930.2	0	0.0271030245377597	0
AC144450.1	0	0.027826615261429488	0
PXDN	7837	0.03355248332410099	0
MYT1L	23040	0.03186016168442052	0
AC093390.2	0	-0.0691283068113	0
AC093390.1	0	0.0	0
MYT1L-AS1	730811	-0.0764752164569602	0
AC018685.2	0	0.0	0
AC011995.2	0	-0.001329266215139846	0
AC011995.1	0	-0.0027992547620003805	0
LINC01250	101927554	-0.09837036150459078	0
AC019118.2	0	-0.09139364065020938	0
EIPR1	7260	-0.019049308903559492	0
EIPR1-IT1	0	0.07480231437626017	0
TRAPPC12	51112	0.015610806867499605	0
TRAPPC12-AS1	0	-0.029480765427719824	0
AC114810.1	0	0.04564105715405997	0
ADI1	0	-0.007397622719180319	0
AC231981.1	0	0.09817165629780966	0
AC108488.1	0	0.020003142247250416	0
RNASEH1	246243	0.013179112826099626	0
RNASEH1-AS1	100506054	-0.040747951845990116	0
RPS7	0	-0.048462003732499426	0
COLEC11	78989	-0.025877178142899915	0
TMSB4XP2	0	0.16872881644352056	0
ALLC	55821	0.0020786965999901597	0
AC010907.1	0	-0.09366813042429012	0
DCDC2C	728597	0.03138015218537049	0
NPM1P48	0	0.0443987261210399	0
LINC01249	727982	0.09549882106083984	0
AC073143.1	0	0.023242367399449293	0
AC107057.1	0	0.0	0
LINC01248	0	0.09990141208198011	0
AC108025.1	0	-0.06523053809756085	0
SOX11	6664	0.034695426676300656	0
AC108025.2	0	0.02269159322842995	0
AC010729.1	112268411	0.12187981608679976	0
SILC1	0	-0.02104310166035006	0
AC017053.1	0	0.00086929983029016	0
LINC01247	101929390	0.030387927398249914	0
PIK3CDP1	0	0.08620515317024946	0
MIR7515HG	102800315	-0.05566662699636993	0
LINC00487	400941	0.04904398412674027	0
NRIR	0	0.0800651172406397	0
CMPK2	129607	0.05266407244231974	0
RSAD2	91543	-0.057944245581819764	0
AC017076.1	0	-0.02433649057878018	0
RNF144A-AS1	386597	0.05711194140458975	0
RNF144A	9781	0.013599646344900407	0
AC010904.2	0	-0.05644296225368972	0
AC010904.1	0	0.030387927398249914	0
AC013460.1	100506274	-0.0695779185372496	0
LINC01871	0	0.058317516904150324	0
AC007463.1	101929551	0.0	0
LINC00298	339788	0.010981293474680243	0
LINC00299	0	-0.010077784027189729	0
AC092617.1	0	0.02901592632094996	0
LINC01814	101929567	0.02847796028252958	0
AC011747.1	0	0.0	0
SNRPEP5	0	-0.10940456701290024	0
ID2-AS1	0	0.05730352681517026	0
ID2	0	-0.032805875209600543	0
KIDINS220	57498	0.021233223051799754	0
MBOAT2	129642	0.020212223317100708	0
RPL30P3	0	0.0	0
AC093904.4	0	-0.030419752770630026	0
AC093904.3	0	-0.034434033288450294	0
ASAP2	8853	0.021450905242499374	0
EIF1P7	0	-0.030419752770630026	0
ITGB1BP1	9270	0.015836399772288345	0
CPSF3	51692	-0.03777694446070079	0
IAH1	285148	-0.06091647632866071	0
ADAM17	6868	0.025275307709600625	0
AC080162.1	0	0.0025799248739106773	0
AC073195.1	0	0.03808152843263013	0
